code,use,last,first,middle(s),last,suffix,nick,note,pos,hf,hi,wt,s/c,bm,bd,by,tob,sob,cob,dm,dd,dy,tod,sod,cod
hirsc001,Corey,Hirsch,Corey,,Hirsch,,Hirschey,,G,5,10,175,L,8,10,1972,Medicine Hat,AB,Canada,,,,,,
hirst001,Tom,Hirsch,Thomas,W.,Hirsch,,,,D,6,4,210,R,1,27,1963,Minneapolis,MN,USA,,,,,,
hislj001,Jamie,Hislop,James,Donald,Hislop,,The Slop,,R,5,10,180,R,1,20,1954,Sarnia,ON,Canada,,,,,,
hitcl001,Lionel,Hitchman,Lionel,Frederick,Hitchman,,Hitch,,D,6,1,167,L,11,3,1901,Toronto,ON,Canada,1,12,1969,,,
hjaln001,Niklas,Hjalmarsson,,,,,,,D,6,3,196,L,6,6,1987,Eksjo,,Sweden,,,,,,
hlavj001,Jan,Hlavac,Jan,,Hlavac,,,,L,6,0,185,L,9,20,1976,Prague,,Czech Republic,,,,,,
hlini001,Ivan,Hlinka,Ivan,,Hlinka,,,,C,6,2,220,L,1,26,1950,Most,,Czech Republic,8,16,2004,Karlovy Vary,,Czech Republic
hlinj001,Jaroslav,Hlinka,,,,,,,L,5,10,185,L,11,10,1976,Prague,,Czech Republic,,,,,,
hlust001,Todd,Hlushko,Todd,,Hlushko,,,,L,5,11,185,L,2,7,1970,Toronto,ON,Canada,,,,,,
hnids001,Shane,Hnidy,Shane,Michael,Hnidy,,,,D,6,2,204,R,11,8,1975,Brandon,MB,Canada,,,,,,
hnilm001,Milan,Hnilicka,Milan,,Hnilicka,,,,G,6,1,190,L,6,25,1973,Kladno,,Czech Republic,,,,,,
hobim001,Mike,Hobin,Michael,Patrick,Hobin,,,,C,5,11,180,L,2,21,1954,Sarnia,ON,Canada,,,,,,
hockj001,Justin,Hocking,Justin,R.,Hocking,,,,D,6,4,215,R,1,9,1974,Stettler,AB,Canada,,,,,,
hodgc001,Charlie,Hodge,Charles,Edward,Hodge,,,,G,5,6,150,L,7,28,1933,Lachine,QC,Canada,,,,,,
hodgk001,Ken,Hodge,Kenneth,Raymond,Hodge,Sr.,,,R,6,2,210,R,6,25,1944,Birmingham,,England,,,,,,
hodgk002,Ken,Hodge,Kenneth,David,Hodge,Jr.,,,C,6,1,200,L,4,13,1966,Windsor,ON,Canada,,,,,,
hodgc002,Cody,Hodgson,,,,,,,C,6,0,185,,2,18,1990,Toronto,ON,Canada,,,,,,
hodgd001,Dan,Hodgson,Daniel,W.,Hodgson,,Hodge,,C,5,10,175,R,8,29,1965,Fort Vermillion,AB,Canada,,,,,,
hodgr001,Rick,Hodgson,Richard,S.,Hodgson,,,,D,6,0,175,R,5,23,1956,Medicine Hat,AB,Canada,,,,,,
hodgt001,Ted,Hodgson,Edward,James,Hodgson,,,,R,5,11,185,R,6,30,1945,Hobbema,AB,Canada,,,,,,
hodsk001,Kevin,Hodson,Kevin,T.,Hodson,,,,G,6,0,182,L,3,27,1972,Winnipeg,MB,Canada,,,,,,
hoekc001,Cec,Hoekstra,Cecil,Thomas,Hoekstra,,,,L,6,0,175,L,4,2,1935,Winnipeg,MB,Canada,,,,,,
hoeke001,Ed,Hoekstra,Edward,Adrian,Hoekstra,,,,C,5,11,170,R,11,4,1937,Winnipeg,MB,Canada,,,,,,
hoenp001,Phil,Hoene,Phillip,George,Hoene,,,,C,5,9,175,L,3,15,1949,Duluth,MN,USA,,,,,,
hoffv001,Val,Hoffinger,Valentine,Edward,Hoffinger,,Vic/Doc,,D,5,6,190,L,1,1,1901,Seltz,,Russia,3,22,1976,Toronto,ON,Canada
hoffb001,Bob,Hoffmeyer,Robert,Frank,Hoffmeyer,,,,D,6,0,182,L,7,27,1955,Dodsland,SK,Canada,,,,,,
hoffm001,Mike,Hoffman,Michael,,Hoffman,,,,L,5,11,190,L,2,26,1963,Cambridge,ON,Canada,,,,,,
hoffm002,Mike,Hoffman,,,,,,,C,5,11,176,,11,24,1989,Kitchener,ON,Canada,,,,,,
hoffb002,Bruce,Hoffort,Bruce,W.,Hoffort,,,,G,5,10,185,L,7,30,1966,Estevan,SK,Canada,,,,,,
hoffj001,Jim,Hofford,James,,Hofford,,,,D,6,0,190,R,10,4,1964,Sudbury,ON,Canada,,,,,,
hogab001,Bill,Hogaboam,William,Harold,Hogaboam,,Hoagie,,C,5,11,170,R,9,5,1949,Swift Current,SK,Canada,,,,,,
hogad001,Dale,Hoganson,Dale,Gordon,Hoganson,,Red,,D,5,10,190,L,7,8,1949,North Battleford,SK,Canada,,,,,,
hogap001,Paul,Hoganson,Paul,Edward,Hoganson,,,,G,5,11,175,R,11,12,1949,Toronto,ON,Canada,,,,,,
hoggj001,Jeff,Hoggan,Jeff,Allan,Hoggan,,,,R,6,1,188,L,2,1,1978,Hope,BC,Canada,,,,,,
hoglj001,Jonas,Hoglund,Jonas,,Hoglund,,,,L,6,3,215,R,8,29,1972,Karlstad,,Sweden,,,,,,
hogog001,Goran,Hogosta,Goran,,Hogosta,,Hogie,,G,6,1,179,L,4,15,1954,Appelbo,,Sweden,,,,,,
hogub001,Benoit,Hogue,Benoit,G.,Hogue,,Benny,,L,5,10,194,L,10,28,1966,Repentigny,QC,Canada,,,,,,
holam001,Milos,Holan,Milos,,Holan,,,,D,5,11,191,L,4,22,1971,Bilovec,,Czech Republic,,,,,,
holbt001,Terry,Holbrook,Terrance,Eugene,Holbrook,,,,R,6,0,185,R,7,11,1950,Petrolia,ON,Canada,,,,,,
holdb002,Bill,Holden,William,,Holden,,,,G,5,11,170,R,7,23,1949,Toronto,ON,Canada,,,,,,
holdj001,Josh,Holden,Josh,,Holden,,,,C,6,0,190,L,1,18,1978,Calgary,AB,Canada,,,,,,
holdm001,Mark,Holden,Mark,,Holden,,,,G,5,10,165,L,6,12,1957,Weymouth,MA,USA,,,,,,
holdn001,Nick,Holden,,,,,,,D,6,3,195,,5,15,1987,St. Albert,AB,Canada,,,,,,
holib001,Bobby,Holik,Robert,,Holik,,,,C,6,4,230,R,1,1,1971,Jihlava,,Czech Republic,,,,,,
hollj001,Jason,Holland,Jason,Ryan,Holland,,,,D,6,3,219,R,4,30,1976,Morinville,AB,Canada,,,,,,
hollj002,Jerry,Holland,Jerry,Allan,Holland,,,,L,5,10,180,L,8,25,1954,Beaver Lodge,AB,Canada,,,,,,
hollk001,Ken,Holland,Kenneth,Mark,Holland,,,,G,5,8,160,L,11,10,1955,Vernon,BC,Canada,,,,,,
hollp001,Peter,Holland,,,,,,,C,6,2,195,,1,14,1991,Toronto,ON,Canada,,,,,,
hollr001,Rob,Holland,Robert,,Holland,,,,G,6,1,180,L,9,10,1957,Montreal,QC,Canada,,,,,,
hollf001,Flash,Hollett,Frank,William,Hollett,,,,D,6,0,180,L,4,13,1912,North Sydney,NS,Canada,4,20,1999,Mississauga,ON,Canada
hollg001,Gord,Hollingworth,Gordon,,Hollingworth,,Bucky,,D,5,11,170,L,7,24,1933,Montreal,QC,Canada,2,2,1974,,,
hollt001,Terry,Hollinger,Terry,J.,Hollinger,,,,D,6,1,200,L,2,24,1971,Regina,SK,Canada,,,,,,
hollb001,Bruce,Holloway,Bruce,,Holloway,,,,D,6,0,200,L,6,27,1963,Revelstoke,BC,Canada,,,,,,
hollr002,Ryan,Hollweg,,,,,,,C,5,11,210,L,4,23,1983,Downey,CA,USA,,,,,,
holmb001,Bill,Holmes,William,Orser,Holmes,,,,C,6,0,200,L,3,9,1899,Portage la Prairie,MB,Canada,3,14,1961,,,
holmc001,Chuck,Holmes,Charles,Frank,Holmes,,,,R,6,0,185,R,9,21,1934,Edmonton,AB,Canada,,,,,,
holmh001,Hap,Holmes,Harold,G.,Holmes,,,,G,5,10,170,L,2,21,1892,Aurora,ON,Canada,6,27,1941,,,
holml001,Lou,Holmes,Louis,Charles Carter,Holmes,,,,C,5,10,150,L,1,29,1911,Rushall,,England,3,11,2010,Edmonton,AB,Canada
holmw001,Warren,Holmes,Warren,,Holmes,,,,C,6,1,195,L,2,18,1957,Beeton,ON,Canada,,,,,,
holmp001,Paul,Holmgren,Paul,Howard,Holmgren,,Bam Bam,,R,6,3,210,R,12,2,1955,St. Paul,MN,USA,,,,,,
holmj001,Johan,Holmqvist,,,,,,,G,6,3,198,L,5,24,1978,Tolfta,,Sweden,,,,,,
holml002,Leif,Holmquist,Leif,,Holmquist,,,,G,5,9,175,L,11,22,1942,Gavle,,Sweden,,,,,,
holmm001,Michael,Holmqvist,,,,,,,C,6,3,205,L,6,8,1979,Stockholm,,Sweden,,,,,,
holmb002,Ben,Holmstrom,,,,,,,C,6,1,197,,4,9,1987,Colorado Springs,CO,USA,,,,,,
holmt001,Tomas,Holmstrom,Tomas,,Holmstrom,,Demolition Man,,L,6,0,203,L,1,23,1973,Pitea,,Sweden,,,,,,
holoj002,Jonas,Holos,,,,,,,D,5,11,196,,8,27,1987,Sarpsborg,,Norway,,,,,,
holoj001,John,Holota,John,Paul,Holota,,,,C,5,6,160,L,2,25,1921,Hamiton,ON,Canada,3,10,1951,,,
holsg001,Greg,Holst,Gregory,,Holst,,,,C,5,10,170,L,2,21,1954,Montreal,QC,Canada,,,,,,
holtb001,Braden,Holtby,,,,,,,G,6,1,209,,9,16,1989,Lloydminster,SK,Canada,,,,,,
holtc001,Chris,Holt,,,,,,,G,6,3,221,L,6,5,1985,South Surrey,BC,Canada,,,,,,
holtg001,Gary,Holt,Gareth,Ray,Holt,,,,L,5,9,175,L,1,1,1952,Sarnia,ON,Canada,,,,,,
holtr001,Randy,Holt,Stewart,Randall,Holt,,,,D,5,11,185,R,1,15,1953,Pembroke,ON,Canada,,,,,,
holwa001,Albert,Holway,Albert,Robert,Holway,,Toots,,D,6,2,190,L,9,24,1902,Toronto,ON,Canada,11,20,1968,Belleville,ON,Canada
holyk001,Karel,Holy,,,,,,,,,,,,,,,,,,,,,,,
holzk001,Korbinian,Holzer,,,,,,,D,6,3,205,,2,16,1988,Munich,,Germany,,,,,,
holzb001,Brian,Holzinger,Brian,Alan,Holzinger,,,,C,5,11,186,R,10,10,1972,Parma,OH,USA,,,,,,
homer001,Ron,Homenuke,Ronald,Wayne,Homenuke,,,,R,5,10,180,R,1,5,1952,Hazelton,BC,Canada,,,,,,
honcv901,Vaclav,Honc,,,,,,,C,,,,,,,,,,,,,,,,
hoovr001,Ron,Hoover,Ronald,Kenneth,Hoover,,,,L,6,1,185,L,10,28,1966,Oakville,ON,Canada,,,,,,
hopir001,Ralph,Hopiavouri,Ralph,,Hopiavouri,,,,D,6,1,185,R,7,15,1951,Kirkland Lake,ON,Canada,,,,,,
hopkd001,Dean,Hopkins,Dean,Robert,Hopkins,,Deano,,R,6,1,210,R,6,6,1959,Cobourg,ON,Canada,,,,,,
hopkl001,Larry,Hopkins,Larry,Harold,Hopkins,,,,L,6,1,215,L,3,17,1954,Oshawa,ON,Canada,,,,,,
horat001,Tony,Horacek,Anthony,S.,Horacek,,,,L,6,4,210,L,2,3,1967,Vancouver,BC,Canada,,,,,,
horar001,Roman,Horak,,,,,,,C,6,0,170,,5,21,1991,Ceske Budejovice,,Czech Republic,,,,,,
horam001,Milos,Horan,,,,,,,,,,,,,,,,,,,,,,,
horam002,Miloslav,Horava,Miloslav,,Horava,,,,D,6,0,193,L,8,14,1961,Kladno,,Czech Republic,,,,,,
horbd001,Doug,Horbul,Douglas,George,Horbul,,,,L,5,9,170,L,7,27,1952,Nokomis,SK,Canada,,,,,,
horcs001,Shawn,Horcoff,,,,,,,C,6,1,204,L,9,17,1978,Trail,BC,Canada,,,,,,
hordd001,Darcy,Hordichuk,,,,,,,L,6,1,215,L,8,10,1980,Kamsack,SK,Canada,,,,,,
hordm001,Mike,Hordy,Michael,,Hordy,,,,D,5,10,180,L,10,10,1956,Thunder Bay,ON,Canada,,,,,,
horep001,Pete,Horeck,Peter,,Horeck,,,,L,5,9,158,L,6,15,1923,Massey,ON,Canada,8,29,2009,Sudbury,ON,Canada
horng001,George,Horne,George,Alexander,Horne,,Shorty,,R,5,6,165,R,6,27,1904,Sudbury,ON,Canada,7,31,1929,Gogama,ON,Canada
hornr001,Red,Horner,George,Reginald,Horner,,,,D,6,0,190,R,5,28,1909,Lyden,ON,Canada,4,27,2005,Toronto,ON,Canada
hornp001,Patric,Hornqvist,,,,,,,R,5,11,194,R,1,1,1987,Sollentuna,,Sweden,,,,,,
hornl001,Larry,Hornung,Larry,John,Hornung,,,,D,6,0,190,L,11,10,1945,Gravelbourg,SK,Canada,5,8,2001,Regina,SK,Canada
hortb001,Bill,Horton,William,Harley,Horton,,,,D,6,0,180,L,9,5,1946,Lindsay,ON,Canada,,,,,,
hortn001,Nathan,Horton,,,,,,,C,6,2,229,R,5,29,1985,Welland,ON,Canada,,,,,,
hortt001,Tim,Horton,Miles,Gilbert,Horton,,Superman,,D,5,10,180,R,1,12,1930,Cochrane,ON,Canada,2,21,1974,St. Catharines,ON,Canada
horvb001,Bronco,Horvath,Bronco,Joseph,Horvath,,Bones,,C,5,11,185,L,3,12,1930,Port Colborne,ON,Canada,,,,,,
hospe001,Ed,Hospodar,Edward,David,Hospodar,,Boxcar,,D,6,2,210,R,2,9,1959,Bowling Green,OH,USA,,,,,,
hossm001,Marian,Hossa,Marian,,Hossa,,,,R,6,1,210,L,1,12,1979,Stara Lubovna,,Slovakia,,,,,,
hossm002,Marcel,Hossa,,,,,,,L,6,3,220,L,10,12,1981,Ilava,,Slovakia,,,,,,
hostm001,Martin,Hostak,Martin,,Hostak,,,,C,6,3,198,L,11,11,1967,Hradec Kralove,,Czech Republic,,,,,,
hothg001,Greg,Hotham,Gregory,S.,Hotham,,,,D,5,11,183,R,3,7,1956,London,ON,Canada,,,,,,
houcp001,Paul,Houck,Paul,,Houck,,,,R,5,11,185,R,8,12,1963,Vancouver,BC,Canada,,,,,,
houdd001,Doug,Houda,Douglas,Harold,Houda,,,,D,6,2,208,R,6,3,1966,Blairmore,AB,Canada,,,,,,
houdc001,Claude,Houde,Claude,Daniel,Houde,,,,D,6,1,188,L,11,8,1947,Drummondville,QC,Canada,,,,,,
houde001,Eric,Houde,Eric,,Houde,,Houdy,,C,5,11,191,L,12,19,1976,Montreal,QC,Canada,,,,,,
hougm001,Mike,Hough,Michael,Lloyd,Hough,,,,L,6,1,197,L,2,6,1963,Montreal,QC,Canada,,,,,,
houlb001,Bill,Houlder,William,,Houlder,,,,D,6,2,217,L,3,11,1967,Thunder Bay,ON,Canada,,,,,,
houlm001,Martin,Houle,,,,,,,G,5,11,185,L,2,12,1985,Montreal,QC,Canada,,,,,,
houlr001,Rejean,Houle,Rejean,,Houle,,Reggie/Peanut,,L,5,11,170,L,10,25,1949,Rouyn-Noranda,QC,Canada,,,,,,
housp001,Phil,Housley,Phil,F.,Housley,,Howie,,D,5,10,185,L,3,9,1964,St. Paul,MN,USA,,,,,,
housk001,Ken,Houston,Kenneth,Lyle,Houston,,Chub,,R,6,2,210,R,9,15,1953,Dresden,ON,Canada,,,,,,
howaj001,Jack,Howard,John,Francis,Howard,,,,D,6,0,190,L,10,15,1911,London,ON,Canada,,,,,,
howaj002,Jimmy,Howard,James,,Howard,,,,G,6,0,218,L,3,26,1984,Syracuse,NY,USA,,,,,,
howag001,Garry,Howatt,Garry,Robert Charles,Howatt,,Toy Tiger/Hurricane,,L,5,9,175,L,9,26,1952,Grand Centre,AB,Canada,,,,,,
howeg001,Gordie,Howe,Gordon,,Howe,,Mr. Hockey,,R,6,0,205,R,3,31,1928,Floral,SK,Canada,,,,,,
howeh001,Harry,Howell,Henry,Vernon,Howell,,The Horse,,D,6,1,195,L,12,28,1932,Hamilton,ON,Canada,,,,,,
hower001,Ron,Howell,Ronald,John,Howell,,,,L,6,0,185,L,12,4,1935,Hamilton,ON,Canada,3,16,1992,Hamilton,ON,Canada
howem001,Mark,Howe,Mark,Steven,Howe,,,,D,5,11,185,L,5,28,1955,Detroit,MI,USA,,,,,,
howem002,Marty,Howe,Marty,Gordon,Howe,,Foggy,,D,6,1,195,L,2,18,1954,Detroit,MI,USA,,,,,,
howes001,Syd,Howe,Sydney,Harris,Howe,,,,C,5,9,165,L,9,28,1911,Ottawa,ON,Canada,5,20,1976,Ottawa,ON,Canada
howev001,Vic,Howe,Victor,Stanley,Howe,,,,R,6,0,172,R,11,2,1929,Saskatoon,SK,Canada,,,,,,
howsd001,Don,Howse,Donald,Gordon,Howse,,,,L,6,0,182,L,7,28,1952,Grand Falls,NL,Canada,,,,,,
howss001,Scott,Howson,Scott,Donald,Howson,,,,C,5,11,160,R,4,9,1960,Toronto,ON,Canada,,,,,,
hoydd001,Dave,Hoyda,David,Allan,Hoyda,,,,L,6,1,205,L,5,20,1957,Edmonton,AB,Canada,,,,,,
hrdij001,Jan,Hrdina,Jan,,Hrdina,,,,C,6,0,205,R,2,5,1976,Hradec Kralove,,Czech Republic,,,,,,
hrdij002,Jiri,Hrdina,Jiri,,Hrdina,,,,C,6,0,195,L,1,5,1958,Prague,,Czech Republic,,,,,,
hrecd001,Dave,Hrechkosy,David,John,Hrechkosy,,Wrecker/Herc,,L,6,2,195,L,11,1,1951,Winnipeg,MB,Canada,,,,,,
hrivj001,Jim,Hrivnak,James,Richard,Hrivnak,,,,G,6,2,195,L,5,28,1968,Montreal,QC,Canada,,,,,,
hrkat001,Tony,Hrkac,Anthony,J.,Hrkac,,Herk/Hrk,,C,5,10,190,L,7,7,1966,Thunder Bay,ON,Canada,,,,,,
hrudk001,Kelly,Hrudey,Kelly,Stephen,Hrudey,,Manners,,G,5,10,189,L,1,13,1961,Edmonton,AB,Canada,,,,,,
hrycj001,Jim,Hrycuik,James,Peter,Hrycuik,,,,C,5,10,180,L,10,7,1949,Rosthern,SK,Canada,,,,,,
hryms001,Steve,Hrymnak,Stephen,,Hrymnak,,,,D,5,11,178,L,3,3,1926,Port Arthur,ON,Canada,,,,,,
hrynt001,Tim,Hrynewich,Timothy,,Hrynewich,,,,L,5,11,190,L,10,2,1963,Leamington,ON,Canada,,,,,,
huarb001,Bill,Huard,William,John,Huard,,,,L,6,1,215,L,6,24,1967,Welland,ON,Canada,,,,,,
huarr001,Rolly,Huard,Roland,,Huard,,,,C,5,10,170,L,9,6,1902,Ottawa,ON,Canada,,,Deceased,,,
hubap001,Petr,Hubacek,,,,,,,C,6,2,185,R,9,2,1979,Brno,,Czech Republic,,,,,,
hubew001,Willie,Huber,Wilhelm,Heinrich,Huber,,Kraut/Hubie,,D,6,5,228,R,1,15,1958,Strasskirchen,,Germany,6,28,2010,Hamilton,ON,Canada
hubig001,Greg,Hubick,Gregory,Wayne,Hubick,,,,D,5,11,185,L,11,12,1951,Strasbourg,SK,Canada,,,,,,
huckf001,Fran,Huck,Anthony,Francis,Huck,,Golden Hawk/Sky,,C,5,7,165,R,12,4,1945,Regina,SK,Canada,,,,,,
hucuf001,Fred,Hucul,Frederick,Albert,Hucul,,Stoneface,,D,5,10,170,L,12,4,1931,Tubrose,SK,Canada,,,,,,
huddc001,Charlie,Huddy,Charles,William,Huddy,,,,D,6,0,210,L,6,2,1959,Oshawa,ON,Canada,,,,,,
hudlj001,Jiri,Hudler,,,,,,,C,5,9,182,L,1,4,1984,Olomouc,,Czech Republic,,,,,,
hudsd001,Dave,Hudson,David,Richard,Hudson,,Huddy,,C,6,0,185,L,12,28,1949,St. Thomas,ON,Canada,,,,,,
hudsl001,Lex,Hudson,Alexander,,Hudson,,,,D,6,3,184,L,12,31,1955,Winnipeg,MB,Canada,,,,,,
hudsm001,Mike,Hudson,Michael,,Hudson,,Huddy,,C,6,1,205,L,2,6,1967,Guelph,ON,Canada,,,,,,
hudsr001,Ron,Hudson,Ronald,Justin,Hudson,,,,R,5,8,148,R,7,14,1911,Calgary,AB,Canada,,,,,,
huetc001,Cristobal,Huet,,,,,,,G,6,0,204,L,9,3,1975,St. Martin D'Heres,,France,,,,,,
huffk001,Kerry,Huffman,Kerry,,Huffman,,,,D,6,2,200,L,1,3,1968,Peterborough,ON,Canada,,,,,,
hugga001,Al,Huggins,James,Allan,Huggins,,Chink,,L,6,0,160,L,12,21,1910,Toronto,ON,Canada,,,,,,
hugha001,Albert,Hughes,Albert,C.,Hughes,,Ab,,C,5,9,165,R,5,13,1901,Guelph,ON,Canada,,,1969,,,
hughb001,Bill,Hughes,William,John Martin,Hughes,,,,G,6,1,185,L,11,7,1947,Kirkland Lake,ON,Canada,,,,,,
hughb002,Brent,Hughes,Brenton,Alexander,Hughes,,Sniff/Hugsy,,D,6,0,205,L,6,17,1943,Bowmanville,ON,Canada,,,,,,
hughb003,Brent,Hughes,Brent,Allan,Hughes,,,,L,5,11,195,L,4,5,1966,New Westminster,BC,Canada,,,,,,
hughf001,Frank,Hughes,Frank,,Hughes,,,,R,5,10,180,L,10,1,1949,Fernie,BC,Canada,,,,,,
hughh001,Howie,Hughes,Howard,Duncan,Hughes,,,,R,5,9,180,L,4,4,1939,St. Boniface,MB,Canada,,,,,,
hughj001,James,Hughes,James,Romley,Hughes,,Rusty,,D,5,9,190,R,5,12,1906,Webbwood,ON,Canada,1,4,1983,,,
hughj002,Jack,Hughes,John,Francis,Hughes,,,,D,6,1,205,R,7,20,1957,Somerville,MA,USA,,,,,,
hughj003,John,Hughes,John,Spencer,Hughes,,The Tank/Captain Crunch,,D,5,11,200,L,3,18,1954,Charlottetown,PE,Canada,,,,,,
hughp001,Pat,Hughes,Patrick,James,Hughes,,Huey,,R,6,1,180,R,3,25,1955,Calgary,AB,Canada,,,,,,
hughr001,Ryan,Hughes,Ryan,Laine,Hughes,,,,C,6,2,196,L,1,17,1972,Montreal,QC,Canada,,,,,,
hulbj001,Joe,Hulbig,Joseph,Allan,Hulbig,,,,L,6,4,215,L,9,29,1973,Norwood,MA,USA,,,,,,
hullb001,Bobby,Hull,Robert,Marvin,Hull,,The Golden Jet,,L,5,10,195,L,1,3,1939,Point Anne,ON,Canada,,,,,,
hullb002,Brett,Hull,Brett,Andrew,Hull,,Golden Brett,,R,5,11,203,R,8,9,1964,Belleville,ON,Canada,,,,,,
hulld001,Dennis,Hull,Dennis,William,Hull,,,,L,5,11,198,L,11,19,1944,Point Anne,ON,Canada,,,,,,
hullj001,Jody,Hull,Jody,,Hull,,,,R,6,2,195,R,2,2,1969,Petrolia,ON,Canada,,,,,,
hulls001,Steve,Hull,Steven,,Hull,,,,R,5,10,180,R,8,29,1952,Ottawa,ON,Canada,,,,,,
hulsc001,Cale,Hulse,Cale,D.,Hulse,,,,D,6,3,220,R,11,10,1973,Edmonton,AB,Canada,,,,,,
humli001,Ivan,Huml,,,,,Hums,,L,6,2,194,L,9,6,1981,Kladno,,Czech Republic,,,,,,
humpe001,Ed,Humphreys,Edward,,Humphreys,,,,G,6,1,170,L,6,5,1953,Eston,SK,Canada,,,,,,
huntd001,Dave,Hunter,David,P.,Hunter,,Hunts,,L,5,11,195,L,1,1,1958,Petrolia,ON,Canada,,,,,,
huntd002,Dale,Hunter,Dale,Robert,Hunter,,Hunts,,C,5,10,198,L,7,31,1960,Petrolia,ON,Canada,,,,,,
huntm001,Mark,Hunter,Mark,William,Hunter,,,,R,6,0,200,R,11,12,1962,Petrolia,ON,Canada,,,,,,
huntt001,Tim,Hunter,Timothy,Robert,Hunter,,,,R,6,2,202,R,9,10,1960,Calgary,AB,Canada,,,,,,
huntt002,Trent,Hunter,,,,,,,R,6,3,210,R,7,5,1980,Red Deer,AB,Canada,,,,,,
huntf001,Fred,Hunt,Frederick,Tennyson,Hunt,,Fritz,,R,5,8,160,R,1,17,1918,Brantford,ON,Canada,10,4,1977,,,
huntj001,Jamie,Hunt,,,,,,,D,6,2,200,L,4,20,1984,Calgary,AB,Canada,,,,,,
hunwm001,Matt,Hunwick,Matthew,John,Hunwick,,,,D,5,11,190,L,5,21,1985,Warren,MI,USA,,,,,,
hunws001,Shawn,Hunwick,,,,,,,G,5,7,166,,4,9,1987,Sterling Heights,MI,USA,,,,,,
hural001,Larry,Huras,Larry,Robert,Huras,,,,D,6,2,200,L,7,8,1955,Listowel,ON,Canada,,,,,,
hurlb001,Bob,Hurlburt,Robert,George,Hurlburt,,,,L,5,11,185,L,5,1,1950,Toronto,ON,Canada,,,,,,
hurlm001,Mike,Hurlbut,Michael,Ray,Hurlbut,,,,D,6,2,206,L,10,7,1966,Massena,NY,USA,,,,,,
hurlp001,Paul,Hurley,Paul,Michael,Hurley,,Shooter/Paul the Shot,,D,5,11,185,R,7,12,1946,Melrose,MA,USA,,,,,,
hurmj001,Jani,Hurme,Jani,,Hurme,,,,G,6,0,190,L,1,7,1975,Turku,,Finland,,,,,,
hursr001,Ron,Hurst,Ronald,,Hurst,,,,R,5,9,175,R,5,18,1931,Toronto,ON,Canada,,,,,,
huscj001,Jamie,Huscroft,James,,Huscroft,,,,D,6,3,210,R,1,9,1967,Creston,BC,Canada,,,,,,
husek001,Kristian,Huselius,,,,,,,L,6,1,179,L,11,10,1978,Stockholm,,Sweden,,,,,,
huskr001,Ryan,Huska,Ryan,,Huska,,,,C,6,2,194,L,7,2,1975,Cranbrook,BC,Canada,,,,,,
huskk001,Kent,Huskins,,,,,,,D,6,3,209,L,5,4,1979,Ottawa,ON,Canada,,,,,,
hussm001,Matt,Hussey,,,,,,,C,6,2,212,L,5,28,1979,New Haven,CT,USA,,,,,,
hustr001,Ron,Huston,Ronald,Earle,Huston,,Spike,,C,5,9,170,R,4,8,1945,Manitou,MB,Canada,,,,,,
hutca001,Andrew,Hutchinson,,,,,,,D,6,2,206,R,3,24,1980,Evanston,IL,USA,,,,,,
hutcd001,Dave,Hutchison,David,Joseph,Hutchison,,Hutch/The Hatchet,,D,6,3,205,L,5,2,1952,London,ON,Canada,,,,,,
hutcr001,Ron,Hutchinson,Ronald,Wayne,Hutchinson,,,,C,5,10,165,L,10,24,1936,Flin Flon,MB,Canada,,,,,,
huttb001,Bill,Hutton,William,David,Hutton,,,,R,5,11,165,R,1,28,1910,Calgary,AB,Canada,3,1,1974,Vancouver,BC,Canada
hylah001,Harry,Hyland,Harold,Macarius,Hyland,,,,R,5,6,156,R,1,2,1889,Montreal,QC,Canada,8,8,1969,Montreal,QC,Canada
hyndm001,Mike,Hyndman,Michael,Anthony,Hyndman,,,,R,6,1,205,R,12,8,1945,Quebec City,QC,Canada,,,,,,
hyned001,Dave,Hynes,David,E.,Hynes,,,,L,5,9,182,L,4,17,1951,Cambridge,MA,USA,,,,,,
hyneg001,Gord,Hynes,Gordon,R.,Hynes,,,,D,6,1,170,L,7,22,1966,Montreal,QC,Canada,,,,,,
hyvoh001,Hannes,Hyvonen,,,,,,,R,6,2,200,R,8,29,1975,Oulu,,Finland,,,,,,
iafra001,Al,Iafrate,Albert,Anthony,Iafrate,,Wild Thing/Alley Cat,,D,6,3,235,L,3,21,1966,Dearborn,MI,USA,,,,,,
iggum001,Mike,Iggulden,,,,,,,C,6,3,215,R,11,9,1982,St. Catharines,ON,Canada,,,,,,
iginj001,Jarome,Iginla,Jarome,,Iginla,,,,R,6,1,207,R,7,1,1977,Edmonton,AB,Canada,,,,,,
ignav001,Victor,Ignatjev,Victor,,Ignatjev,,,,D,6,4,215,L,4,26,1970,Riga,,Latvia,,,,,,
ihnam001,Miroslav,Ihnacak,Miroslav,,Ihnacak,,,,L,5,11,175,L,11,19,1962,Poprad,,Czech Republic,,,,,,
ihnap001,Peter,Ihnacak,Peter,,Ihnacak,,,,C,5,11,180,R,5,3,1957,Poprad,,Czech Republic,,,,,,
imlab001,Brent,Imlach,Brent,,Imlach,,,,C,5,8,160,R,11,16,1946,Quebec City,QC,Canada,,,,,,
immoj001,Jarkko,Immonen,,,,,,,C,6,0,210,R,4,19,1982,Rantasalmi,,Finland,,,,,,
